questions,answers
Is it a good idea to put some of the modules/subjects taken at college in the resume?," Yes, do briefly describe the subjects you have studied and the projects you have done when they are relevant to the job in question. Even though you do not have hands-on experience, you do have knowledge, which tells an employer something about the learning curve you will be on. NDT is a perfect example of a topic relevant for an Inspection Engineer.   In addition, having the relevant terms on the CV will help you get through the screening and improve your chances of getting an interview.    For a new graduate, it is often best to list these topics/projects with your education. Doing so helps the employer understand a bit more about your particular course of study, which differentiates you at least a little from everyone else with similar degrees and strengthens your resume.  "
What setting would be the best for me to work in as a physical therapist?," To be honest, most PT students come in to PT school thinking they want to work in sports PT or outpatient orthopedic PT (clinic). There are so many different options besides the ones you listed including home health, skilled nursing facilities, schools, pediatrics, women is health, long term acute care, etc., and you do not really know which you will like best until you work in that setting as an aide in undergraduate or in an internship during PT school. Many of my classmates changed their minds about what they wanted to do after clinicals. Many work in multiple settings, and love it! Find opportunities to work as an aide, shadow or volunteer in the settings you think you will like best. A very small percentage PTs work with professional sports teams and they are usually more experienced. There are more opportunities to work with college athletes, high school athletes, dance companies, etc. if you think sports therapy is your path.  "
What setting would be the best for me to work in as a physical therapist?," I would highly recommend completing an athletic training program instead of physical therapy. Athletic training is more specific to your desire to work in sports. You will also get a chance to work with sports teams around your school and get hands on experience which will help build your confidence. It is more difficult to find a job in the sports field just because it  is more specific. But just because it is harder, does not mean that you should not go for it. "
What setting would be the best for me to work in as a physical therapist?," http://westsidedancept.com/ Check out the above website to see what this pt practice does with dancers and other people.  You are in a unique position to do for others what your pt did for you. Generally speaking a pt degree offers many options that will be available to you as you learn and experience more.  As Elise stated, pt offers you many possibilities for fulfilling your dreams which may change over time and you want to have the education behind you to support your changing wishes. "
How difficult it is to get into the game-developing industry?," It is extremely competitive, and starting out you will have to accept low pay and not-so-glamorous work.  Like, Deer Hunter or Mary-Kate and Ashley Dress-Up games, not Diablo or Assassin is Creed.  But if you do your time, you can get to the more fun stuff.  One friend of mine is involved in Elder Scrolls Online.  Another released the indy game Deathspank.  I almost went into video games a few years into my career, but did not want to take a huge step backward, to internship-levels of pay.  Remember, people can learn to program in their basements, and a company does not need to pay beta testers any more, so you really have to prove your worth to them before they let you get to the more fun and/or lucrative stuff.  Or start your own games company if you have an idea, talent, and a few friends.   "
How difficult it is to get into the game-developing industry?," The games industry is very competitive, but there are many career paths that can lead to a career at a game developer (marketing, design, programming, business). However, positions at large game studios are limited—especially game design positions—and you need to have a strong portfolio of projects, concepts and experience to present and discuss as part of the hiring process.    Most game companies are interested in hiring applicants with some kind of ""real-world"" games industry experience. They want to know that you understand the process of creating and publishing a game from start to finish. Working on games in the classroom is a great way to understand the process, but you usually do not have enough time or bandwidth to create a finished game. You can gain extra experience through industry internships, or also by teaming up with classmates to create and launch your own game. Having a passion for video games is a good start, but you also need to gain the right skills and knowledge base to make an impact at a game studio.   Just because a career path is competitive does not mean you should not pursue it—but you will need to work hard and develop the necessary skills and experience to land a position.  "
How difficult it is to get into the game-developing industry?," Yes, it is hard and competitive and in this market there is a bit of a bias for candidates with industry experience.  So how do you get it in?  What can you do now to help increase your chances of getting a job in games?   Well, happily one thing has happened that has changed the rules over the last few years is the rise of independent and crowdfunded game projects.  And the second cool thing that has happened was mobile gaming took off.  The rules and landscape is different now for potential job seekers that want to enter this market.     There is the traditional path - attend a school focused on game design or art in games, build a portfolio and submit.  There are many excellent 2 and 4 year trade schools that will spin you up in all the tools and knowledge you will need to to at the very least compete for these jobs.   While I do recommend taking this coursework at the collegiate level because you need the fundamentals, I also highly encourage you start thinking now about independent games you can begin to design now and work with friends to build.  If you spend time in the Minecraft community alone, you could build up an immense vocabulary of gaming, learn how to design your own levels, and perhaps if you are ambitious begin to design your own game based on user generated content.   When I look at applicants, if they have designed their own games, whether that is a mod or something operational on mobile, that is a massive plus over other candidates.  It shows ambition and passion.    "
How difficult it is to get into the game-developing industry?," The industry has become quite competitive, and there is more competition every day as more colleges are offering art, design, or engineering programs geared towards the video game industry.  There is also a constant flow of existing talent in the industry as game production reaches completion, companies evolve or downsize, or people looking for a new or different challenge.  At the same time there are new companies forming all the time and it is getting easier to set up shop on your own or with a small group of people and publishing games on your own has been much easier than even a few years ago.  I have found making games a rewarding career and industry full of creative and talented people, I learn something new almost every day and I am closing in on 20 years of work.  It is exciting, challenging, creative, and the constant changes make for never a dull moment.  It is not for everyone, but my advice, if you have a passion for games, or for any of the disciplines that make up the core of game jobs, pursue that passion.  Even if you find after studying and building your skills that making games is not for you, you will be left with a great base for pursuing a number of other careers.  My immediate advice, play games, and yes have fun but also start developing a critical eye, what makes the game fun, what mechanics does the game use to challenge you, or tell a story, or make you want to keep playing, ask yourself how did they do that, and start a search for answers.  Each area of game development has a different skill set, though some overlap.  I can talk most directly about art.  There are many tools to learn, and you should learn them, but it all start with drawing.  Draw.  Draw every day.  Then draw some more.  Learn about color and play with it.  Make mistakes and learn from them.  Show people your work and listen and observe how they respond.   And be inspired, by what you see and hear, sure games, movies, music, but also what surrounds you every day, people on the bus, light reflecting off buildings, the food you eat.  All of this will continue to build your confidence, and you will start believing in your passion, and it will take you places. "
How difficult it is to get into the game-developing industry?," The gaming industry has becoming more and more accessible for everyone! I think you definitely can get into the industry if you figure out your passion - programming, art, design, management and what not. The best way would be to continue doing what you do - taking classes related to what you passion for. Also, make sure you apply to various companies for an internship. I got my first full time job after working with the company as an intern. Good luck!  "
What education do you need to become a teacher?," Here are some very helpful links that should answer most of your questions:      Teaching Degrees &amp; Careers | How to Become a Teacher    https://www.learnhowtobecome.org/teacher/   Steps to&nbsp; Becoming a Teacher . Earn a Bachelor is Degree. All states require K-12 public school&nbsp; teachers to have at least a bachelor is degree. Engage in Student&nbsp; Teaching . Gaining classroom experience is a must for&nbsp; teachers . Get Certified or Licensed. Continue With Higher Education.   How to Become a Teacher - The Beginner is Guide    https://www.teachercertificationdegrees.com/become/   In order to work in the public school system, the first step to&nbsp; becoming a teacher &nbsp;under the traditional route to certification is to obtain a bachelor is degree that includes a&nbsp; teacher &nbsp;preparation program. Public school&nbsp; teachers &nbsp;also must be certified or licensed by their state board of education.   How to Become a Teacher - ToBecomeaTeacher.org    tobecomeateacher.org/       How To Become a Teacher . Explore Careers. The first step to pursuing a career in education is determining which level and subject are right for you. Find a Program. Once you have determine which career in&nbsp; teaching &nbsp;is right for you, you will need to pursue the appropriate degree or degrees to qualify. Get Licensed. Find a ... "
Does the major I choose require me to work in that field/industry?," Hi Shadan,   Well, there is no hard and fast rule as such in which you have to work in the same industry for which you have take Majors. I Being an B.Com Graduate, have worked with technical team, Software development team, Mechanical Team to name a few, across various organizations where ever i have worked. All it takes is the interest to lean and do work to succeed. Hope this answers you to some extent, do reach out to me for any clarifications.   Regards Anmol Sharma A "
Computer science college graduates do-over?," Writing.  Better writing is useful, and the structure in a college course can be good to improve yourself there.     Anything technical that you really need to know, you can spend time to learn after school anyways.  Sort of the nice thing about comp sci, everything is changing, there is always tons to learn.  Another thing to keep in mind is that both the breadth and depth available in undergraduate degree programs is actually quite small compared to what you learn on the job.  It is more about foundation.     Just take hard classes and learn how to learn a bunch.  Program a lot.     Oh yea take some statistics if it is not required.  Even if it is required, consider taking some more. "
Computer science college graduates do-over?," Hello Brian,     It is a wise question you raise. I believe there are at least two answers: answer one is related to how advance your career and answer two is how to find greater happiness in your career and life?     The good news is I believe you can have and to some degree you need both. Although it is possible to compartmentalize your life into work and play,  generally you will find you do not have time to indulge in one or the other independently the way you imagine. Therefore, if one of your personal goals is to travel, then getting a job that allows for and even enables traveling would be a win win personally and in your career. If you are interested in community service securing a job that has a 'greater good' policy or initiative would allow you to do good while you work or at least in association with work.     That said, it is important to understand companies pay you to accomplish some task for which they receive revenue. If you work for a plumbing firm and you install a toilet and a water heater, the relationship between the task you performed and company revenue is pretty clear. If you are a programmer and your performing bug fixes, it is a little less direct, but the thinking is better software product quality translates to improved customer satisfaction and ultimately greater sales.     Assuming the tasks you know how to perform are in demand, the  more complex and specialized your competencies are, the more your company can charge for your skills and the more you will get compensated. Much of the time, that complexity and specialization is related to domain knowledge not better programming skills. For example, knowing about the retail or the banking business will allow you to communicate more effectively with your retail or banking users and allow you to create more valuable products. Therefore, if you get excited about the stock market or online stores, then developing expertise in that kind of business will make you a more valuable programmer and, presumably,  increase your engagement and satisfaction at work.     Education does not end with college,  so rather than try and cram as much training as you can in college, it is probably more important to have a long term strategy that marries your technical skills to a specific business, government or non-profit domain about which you care.  In the beginning, you will probably be pushed enough just learning to program the way your company wants you to program. However, in time, that will not seem so challenging and, assuming it would be fun for you to learn about a domain that interests you, then that blending should yield a better balance in your overall skill set.     In short, understanding yourself enough to know the things that matter most to you and which, in doing, bring you pleasure lays the foundation for integrating your CompSci skills with that lifestyle. If approached in the right way, instead of competing for your personal time, your CompSci skills will open doors to doing things you want to do and care about (e.g. travel, social causes, learning about life). So if you want to minor in a field, I would recommend that decision is based more on your curiosities or interests so you can begin to develop domain expertise to compliment your technical expertise. "
What is the difference between a Nurse Practitioner and PA?," The major difference between nurse practitioners (NPs) and physician assistants (PAs) is that NPs specialize during their education and practice in that specialty while PAs are prepared as generalists and do not have a specialty.      For example, as a NP, I specialized in psychiatry/mental health. My graduate education was in psychiatric/mental health nursing and my specialty certification is as a family psychiatric mental health nurse practitioner. If I wanted to change careers later in life and work in a family medical clinic, I would have to go back to school and obtain a post-masters certification in family nursing and pass the family nurse practitioner certification exam.      If I were a PA, I would complete my PA graduate program and pass the PA exam. After this, I could work essentially anywhere I would like and my ""specialization"" would occur with on-the-job training.     NPs can practice without the supervision of a physician in numerous states. PAs do not have independent practice and must have physician supervision which is defined by the individual states.     NPs also have experience in healthcare as registered nurses and have undergraduate degrees in nursing. PAs may or may not have experience working in healthcare and typically have an undergraduate degree in biology, chemistry, pre-med, or other science degrees.      Both PAs and NPs must have a minimum of a masters degree in order to practice.      References:  Nurse Practitioner vs. Physician Assistant   http://www.washingtonpost.com/wp-dyn/content/article/2011/01/07/AR2011010704936.html?noredirect=on "
What is the difference between the certificates and associate in science (AS) degree in accounting?," I may add that most programs that have ""Associate"" next to them usually refer to a 2 year degree , for instance at a community college.  As mentioned above, a Bachelors degree is the way to go if you would like to be a full-fledged accountant. A Bachelors degree will give you enough credits to be able to sit for Accounting designations like CPA, CMA.   All the best "
What is the difference between the certificates and associate in science (AS) degree in accounting?," Hi Ayomide!    The main difference between a certificate and an Associates is that the certificate may not include academic courses such as English Composition or Math. The aim of a certificate is to give you the skills and training needed so you can go to the work force sooner.  However, just so you are aware, if you are planning on becoming an accountant - a Bachelor is degree is highly recommended.  "
How can we have a professional yet diverse Resume to apply to jobs and be eye catching without having to create different resumes?," Regarding the use of different resumes... you can create a basic resume to reflect your experience and accomplishments, however,  my advice is to review each job opening and then make sure you tailor your resume.  You want to make sure you use key words from the position requirements and emphasize areas in the resume that will show what a great fit you are based on your skills and background.       I highly recommend the books by Robin Ryan  ""Winning Resumes"", ""Winning Cover Letters"" and ""60 Seconds and You are Hired "" to help with writing a good resume as well as the entire job search process.     ALWAYS, ALWAYS, ALWAYS include a personal and powerful cover letter.  When attaching your resume to an online application, make sure the cover letter and resume are in the same attachment (and in that order).  Most hiring personnel will not open a cover letter, but if in the same doc, your information has a greater chance of being seen with the bonus of getting more key word ""hits"" by including the cover letter with the resume.       I do NOT recommend paying someone to create your resume for you.  Do the work yourself, as your resume needs to reflect YOU and you need to be familiar with every word and phrase.     Spell check!!  Grammar check!!          "
How can we have a professional yet diverse Resume to apply to jobs and be eye catching without having to create different resumes?," Hey Ingrid, there is no getting around it.  You MUST have a variety of resumes / distinctive versions  for different positions and industries. If you do not, you will come across as lazy to a potential employer and may never snag an interview. Writing a stellar resume that includes an engaging summary, targeted keywords, excellent grammar / punctuation, relevant experience / education, and proof of expertise is  TIME CONSUMING!  However, if you wish to have a chance as a competitive prospective employee, you must put in the time! That may not be what you want to hear, but you have to tailor each resume to a specific position.  There are no shortcuts!      Best wishes to you!     Warmly,  erinn e. "
How can we have a professional yet diverse Resume to apply to jobs and be eye catching without having to create different resumes?," Sorry, that is the way it is . . . what I tell my customers is to take the time with each resume, When, and only When, it is a job you really want. If it is just another position you are applying to because, well, you need a job, then any resume will do. However, do not expect results either!  The other thing wrong with not tweaking it each time is, statistically, you will experience lots more incidents of nobody calling you back after you submit the resume, which, quite honestly, gets pretty depressing. If you walk into an interview already discouraged, odds are you will not do your best.     Bottom line: do your best at everything you do! "
What is the best way to get ahead and get internships and fellowships over other students in college?, Start networking and get a mentor in your area. Go out of your way to volunteer to get your foot in the door. 
As my background is science based still is it possible for me to get involved in an online part time businesses and with out any basic experiences?," There are multiple part-time online business you can do, some will require a little bit of basic computer knowledge and some does not. Based on the available options you have to decide and choose which will give you more income.  "
Ways to Deal with Stress," Hi - First, give yourself credit for recognizing your stress and the need to do something about it.&nbsp; Stress is unhealthy (especially long term stress) and it is important to find a healthy balance between work and personal life. There are some basic things to do:&nbsp; eat well, exercise, get enough sleep, and find something you enjoy to relax, some of which can take 5-10 minutes and be done a few times a day&nbsp;(e.g., meditate, relaxation exercises, breathing exercises - breathe in 3-4 seconds, then&nbsp;exhale 6-8 seconds to relax your&nbsp;central nervous system).&nbsp; Have you thought about what would make you happier in your current position?&nbsp; Perhaps you can develop a plan to share with your bosses about how to better address the stress makers.&nbsp; Is there another position in your company that interests you?&nbsp; Often, companies like it when employees gain experience in multiple areas of the business.&nbsp; Best wishes! "
Ways to Deal with Stress," Hi Matthew! Recognizing signs of stress and potential burnout is important to being able to work to reduce it. It is great to hear that you have a supportive work environment, as that can help you manage your stress. Keep in mind, while it is important to be present at work, it is also important to take time off and follow a self care routine. Many people do not recognize the importance in scheduling time off, as that can help with feeling burnt out. Remember to take time for yourself and focus on activities that relax you, such as reading, exercising,&nbsp;spending time with friends etc. &nbsp; "
Ways to Deal with Stress, Matthew i recommend you to watch this https://www.youtube.com/watch?v=5J6jAC6XxAI&amp;t=0s&amp;index=5&amp;list=FLc04PVrsAGCCUTqOhHya0Fg  and this https://www.youtube.com/watch?v=RcGyVTAoXEU&amp;t=172s hopefully it will help you  Michal  
How do I know what is my passion?," Start thinking about what you love /like . Of course some of these areas would be your passion, hobbies etc. For me personally, I always liked numbers as well as meeting a lot of new people. I started off as a computer science major but felt that I was sitting all day in a lab programming. So, I decided to switch my major to Finance and am now a Finance Management consultant which helps me satisfy both my number crunching as well as meet new people/clients on a regular basis. "
How do I create my own internship opportunity?," Hello Deana! Great questions. The fact that you are thinking about these things and are eager to get an internship shows you have a bright future. To answer your questions:      1) The best way to approach these organizations is ""to be a squeaky wheel"". ""The squeaky wheel gets the oil"" is an old saying but this piece of advice has opened so many doors for me throughout my career. Just because they do not post an internship opportunity does not mean they would not love some extra help.  All you have to do is ask.      2) Here are my suggested steps for you to take:          1- Write down what skills and experiences you already have and what skills you would like to learn and grow          2- Research local organizations (go on their website, look at any articles they have been mentioned in).          3- First see if anyone you know knows someone at that organization and could give you a warm introduction. If you do not have a connection to the organization, that is completely fine! A lot of organizations will still be happy to hear from you.          4-Email them and explain your situation. Ask to meet in person.          5- When you meet in person, talk about their programs that you researched and how you would like to help with them. They will be impressed that you did your research. Even though you did your research and came up with your own ideas—also talk about how you would be happy to do whatever other work they need help with.      Hope this helps! Best of luck! "
How do I create my own internship opportunity?,"Hi Deana - That is great that you are thinking about taking the initiative and reaching out to nonprofits or departments that you are interested in. I would first take the time to think about the skills that you would be able to provide the nonprofit or government agency.   Do you have any prior work, volunteering or school experience that you could share? For example, I volunteered with a nonprofit organization focused on homelessness and helped them build their tracking system for members and suggested ideas for new volunteer orientations. Those were skills I did not have as a result of my major (accounting) but projects that I worked on and skills I developed that could be used for future employment.   When you have your list of skills, do some research (news, their website, social media) on the organizations you are interested in.  Reach out to those organizations and explain the skills that you have and a few projects you could help them with. Take a look at https://idealistcareers.org/category/career-planning/ for some ideas of Career Planning in the social impact space.  Best of luck!  Suzanne"
How do I create my own internship opportunity?," That is fantastic that you want to create your own opportunity!  If I wanted to create my own internship opportunity I would begin by identifying companies that I would like to intern with.  After doing so, I would create a web page that showcases my talents (both academic and community) and send the link to the web page along with a letter introducing you and what you hope to accomplish with that company.   "
How do you handle or bounce back from a PR crisis?,"First, know yourself. Make up your mind early that, for instance, you never swear on the job. Period. Or you never talk about anyone negatively with anyone else at work. Period.  If you want to talk about someone, wait til you get home. Make these rules for yourself and never break them. It will save you more trouble than I can tell you."
How do you handle or bounce back from a PR crisis?," Jordan,     The good news is that as a PR professional, unless you specifically decide to focus on crisis communications, the liklihood of having to deal with a major crisis is relatively slim. That being said, it can happen. In my 20+ year career in Public Relations and Communications I have had to deal with one major crisis (an incident of workplace violence). The good news is that the company bounced back and is doing well.     The three biggest factors in making it through a crisis in a position to bounce back are planning, transparency and flexibility.     Planning: Develop a comprehensive crisis communications plan; involve the right people and ensure they know their roles in case a crisis hits (remember that a major crisis is not just a communications issue - tap the resources you may need such as legal, product development, HR, etc.); develop a message framework that can be rapidly fleshed out as information is gathered; identify the right spokespeople and ensure they are prepared to deliver information in as timely a manner as possible for as long as the crisis exists.     Transparency: Be as honest as possible; if you are in the wrong, accept responsibility and apologize; do not try to shift blame; if appropriate, outline plans to address the root cause of the crisis, even if it was not strictly your fault; keep the lines of communication open and continue to answer all of the questions you can; do not go silent.     Flexibility: Remember that things do not always go according to plan; be prepared to pivot if necessary; adapt the plan based on new information; Do not panic. "
How do you handle or bounce back from a PR crisis?, First a great PR person handles each situation the exact same especially when it is a crisis. The calm cool head is what you need to develop so that you can deal with a crisis when it comes time.  Having a crisis plan is the next step in being ready to handle a PR crisis but that is an entirely different discussion.  
How do you handle or bounce back from a PR crisis?," Hi Jordan. Great question. Theresa makes some great points about avoiding personal PR crises.     If you are asking how to prepare to handle a professional client is PR crisis, that is more complicated. Some PR professionals do specialize in handling a PR crisis that arises for a company, an executive, a celebrity or a politician. If they do not handle it right for the client, they can lose their jobs, families and friends.     The best PR people are able to think quickly and think on their feet. You can not be afraid to tell the person or company you represent what you think. Chances are they are going to be in panic mode and watching their company, career, marriage, and finances all go down the drain at once. This is incredibly stressful and they usually will not be thinking rationally. That is what the PR pro is there for.     One of the best learning tools you have is just watching how people in the public eye are handling crises that hit them. You can always find a company or politician or actor that is having a problem. Usually they have someone who stands out in front and handles the media. Watch how they handle things.     For example, you are lucky right now (or unlucky) that there seem to be a ton of PR crises going on all around us. All the sexual harassment allegations that are coming out of Hollywood and Washington DC are excellent examples of how to handle (and how  not  to handle) a PR crises. As we have seen it is very easy for a powerful person like Harvey Weinstein or Steve Wynn to lose control of their companies that they themselves built.     Luckily we also have the internet so you can easily also look back and see how well or how poorly some people handled PR crises that they were faced with. Look at things like videos, press releases, and newspaper articles. Try to watch and read things in chronological order so you can get a sense of how the story unfolds and how the PR spin changes, depending on what is going on in the press and with public opinion. For politicians, check out their favorability polls from before, during and a few years after.      Some great events that I would suggest you look at are:    The Deepwater Horizon Disaster  - This happened a few years ago (there is a new movie out too). It involved an oil rig that blew up and leaked a ton of oil into the Gulf of Mexico for a long time before they could fix it. British Petroleum did some things well and some things not. Senior management at BP were indicted criminally. Does not get much worse. See how the PR people handled it.   The Las Vegas Shooting  - The recent mass shooting in Las Vegas is another interesting one. The most interesting aspects are how the Mandalay Bay Hotel and Vegas police department have handled all the attention. It is very sad and horrible, so if you do not care to read about this one I do not blame you.   The Bill Clinton Impeachment  - Incredibly interesting study in how how professional politicians handle scandal that they created. Clinton had many really good, smart people handling the spin. Worth watching again. He is popular again so it worked.    The Current FBI Scandal  - This one is ongoing and it is interesting to see how a real PR crisis unfolds. It is particular interesting to watch the drip, drip, drip of new facts come out just when you think it can not get any worse it does.   Britney Spears' or Amanda Bynes' Meltdowns  - Classic.   There are plenty of other good crises out there to study. Find some that appeal to you. "
What to do for money in the meantime while looking for a job?," Networking is the best way to get a job.  Approach family and friends, with a great resume and ask them to present it to potential employers with their advocacy.  Also ask if they will meet with you for 30 minutes to do a mock interview or review your resume.  During the time ask a lot of great questions and their advice to get a job.  People are a lot more apt to help find you a position in a face to face situation.  Not as desirable, but post on your neighborhoods Facebook sells page that you are seeking a position, your experience and if anyone has a recommendation.  Good luck!  It only take one. "
What to do for money in the meantime while looking for a job?," Hi Alec,   Summer naturally supplies several opportunities due to the demands of this time of year.  Back in the day, I worked as a pool boy, landscaper, and helped out at a restaurant during the high season (summer).  Another popular profession would be to work for uber.  I have heard several success stories from folks working there.  Craigslist and classified ads in your local paper often post positions needed around your area.  Good luck. "
What to do for money in the meantime while looking for a job?," I agree with Jeremy is comments. You could focus on dental offices to see if they are in need of summer assistance whether it is as a receptionist or other support staff. In addition, many businesses look for summer support to offset staffing needs while permanent employees are on vacation. After graduation, I worked for a major bank as a floating teller. it was steady work and i would spend two weeks in a branch supplementing staff before moving on to next location. "
What to do for money in the meantime while looking for a job?," All these answers are great, particularly working in dental offices (nice pun, btw) and approaching friends and relatives.  Another idea is to work with temp agencies. The work is not glamorous but it brings in some needed cash.  "
What to do for money in the meantime while looking for a job?, i would talk to a dentist and see if you could work in the office and get a fill for it. 
As a music education major should I go straight to masters or wait and work with a school?," Hello Caleb, I do not think there is only one right answer to this. I would consider what your interests are. Do you want to teach at a elementary, middle , high school level, university? What do you think conducting would add to your credentials?  Spending some time teaching before going back to school has the advantage that you gain professional experience that  might give you a better perspective of what your options are so you would go back to school knowing what you want to get from school. On the other hand, if you decide to continue and do a masters degree, that could potentially open other professional jobs that require a higher degree. It seems you have time to decide, since you are a freshman. Continue with the good work and use these years to broaden your options taking classes in conducting and other subjects and you will find your answer when the time comes and always use the resources available to you at school, ask your advisers and mentors. Good luck! "
What are some good study habits to have when you are in college?, Following are the good study habits when you are in college:      Make self-notes.  Make your to-do list daily.  Allot time to each task in to-do.  Pick 2 subjects for a week.  Focus on one thing at a time.  Break is must. So always take a break after you are over with your studies.  Sleep on time.  Eat on time.      All the best!     #college #help #grads #study 
What can I do to apply for a scholarship?," There are plenty online. Just search for them online. Moreover, there are websites which are specialized in listing scholarships for the various majors. "
What post-secondary school educational requirements are there to become a hair stylist?," Hi Tashina,  I previously worked for Empire Education Group (Empire Beauty Schools) and can tell you it depends on what state you want to work in. Every state has different education requirements, which usually include attending an approved cosmetology program (either at a private school or a vocational school) for a minimum amount of educational hours (1000 to 2000 hours depending on the state). Once you complete the required education hours, you will need to take and pass the State Licensing Exam to be a licensed cosmetologist and work in a salon.     If you already at a 4-year college, I would recommend starting Cosmetology school once you are done with your degree as most programs are semi-full time (35 hours a week). "
What post-secondary school educational requirements are there to become a hair stylist?," Several people I know have gone right from high school to a school of cosmetology to gain experience. The length of program can vary but I am sure you will be able to manage a part time job and courses depending on your current time management skills. Because you are graduating ""Career-ready"", you will be able to begin the job search soon after completing the program.  "
What is the most beneficial thing to do now in order to become a professional dancer?," The most important thing that you can do is to determine if dance is indeed the best career area for you and also to prepare yourself for an alternate career, if and when you are no longer able to participate in this career area.  Too often careers end prematurely and people are not able to cope with life after that as they have adequate preparation with an alternate plan.       Getting to know yourself and how your personality traits relate to people involved in various career opportunities is very important in your decision making process. During my many years in Human Resources and College Recruiting, I ran across too many students who had skipped this very important step and ended up in a job situation which for which they were not well suited. Selecting a career area is like buying a pair of shoes. First you have to be properly fitted for the correct size, and then you need to try on and walk in the various shoe options to determine which is fits the best and is most comfortable for you to wear. Following are some important steps which I developed during my career which have been helpful to many . "
What is the most beneficial thing to do now in order to become a professional dancer?, The most important thing you need to know is whether dancing gives you the new and additional energy in your life and whether dancing allows you to be someone who is free to be and free to act.  I know of various professional dancers across the globe who are enjoying their work and some had made good income due to various oversea teaching trips. The pathway for dancer has increased significantly over the years and more people in Asia and Latin America are picking up dancing and they are making it as part of their lifestyle.  You decide what kind of dance do you want to be specialized in and you have to train your body well. Good luck. 
"If a person does not have any prior work experience, what do you look at to determine if you would like them to work for your company?"," Hi Tiffanie!   You asked a great question.  Here are some suggestions which might be helpful: https://www.themuse.com/advice/no-experience-3-ways-to-show-youre-right-for-the-job-anyway https://www.themuse.com/advice/dear-job-seekers-stop-apologizing-for-the-experience-you-dont-have https://www.themuse.com/advice/4-references-you-can-nail-downeven-if-you-dont-have-a-lot-of-experience   Also, here are some tips for approaching a job for which you feel you are not qualified.  Go for it anyway! https://www.themuse.com/advice/should-you-apply-for-a-job-youre-not-qualified-for https://www.themuse.com/advice/actually-you-should-apply-for-jobs-youre-not-100-qualified-for https://www.themuse.com/advice/the-secrets-to-interviewing-for-a-role-thats-slightly-out-of-reach   Best of luck!  Please keep me informed.  I would like to follow your progress! "
"If a person does not have any prior work experience, what do you look at to determine if you would like them to work for your company?"," If a job applicant has a resume that literally shows only a degree, and nothing else, I would be very unlikely to put their resume into the ""invite for an interview"" pile. Normally resumes have degrees, clubs, awards, any past jobs (even if they are not in relevant fields), past internships, volunteering, hobbies, interests, and other achievements. It is hard to imagine a candidate really not having any of those things but having a college degree. If you ever feel like you might not have anything riding for you other than your degree I would say (1) you are probably selling yourself short by not recognizing how awesome your hobbies are^, and (2) there is always time to get started right now. You could be volunteering within days!      ^ For example I have heard often that people who play video games often do not think that time is worthy of bragging about, but then you find out in an interview that they are actually super accomplished at this one video game and are a leader of a clan and have huge respect among their peers, and you wonder why they did not mention that before!   Source: I have hired people, I often review applications from recent college graduates, and I speak with HR managers often.  "
"If a person does not have any prior work experience, what do you look at to determine if you would like them to work for your company?"," Target the company you want to work for.  Learn everything you can about them.  What they do, what subsidiaries they spin off, their financial statement, the corporate prospectus, the CEOs name, the CEO is dog is name... everything you can dig up online or at the library or in corporate literature.   Now,  think very hard how you can be of service to this company.  What do you offer?  What makes you stand out that is not on your slim resume?   Tell me in a cover letter about why you will be worth hiring.  What do you bring to my company? What makes you qualified or able to perform the job?   And you better spell everything correctly and use perfect grammar and punctuation... or do not expect an interview from me.   If you do get an interview be ready to back up anything you said in your cover letter... NO Blowing Smoke - it only takes a minute to see through a phony.   I ran an organization of 60 people and did all my own hiring.   "
What does a software engineer do on a day to day basis?," Hi Muhit,   Tasks and Duties     Modify existing software to correct errors, to adapt it to new hardware or to upgrade interfaces and improve performance.   Design and develop software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.   Consult with engineering staff to evaluate interface between hardware and software, develop specifications and performance requirements and resolve customer problems.   Analyze information to determine, recommend and plan installation of a new system or modification of an existing system.   Develop and direct software system testing and validation procedures.   Direct software programming and development of documentation.   Consult with customers and/or other departments on project status, proposals and technical issues such as software system design and maintenance.   Advise customer about, or perform, maintenance of software system.   Coordinate installation of software system.   Monitor functioning of equipment to ensure system operates in conformance with specifications.   Store, retrieve, and manipulate data for analysis of system capabilities and requirements.   Confer with data processing and project managers to obtain information on limitations and capabilities for data processing projects.   Prepare reports and correspondence concerning project specifications, activities and status.   Evaluate factors such as reporting formats required, cost constraints, and need for security restrictions to determine hardware configuration.   Supervise and assign work to programmers, designers, technologists and technicians and other engineering and scientific personnel.   Train users to use new or modified equipment.   Utilize microcontrollers to develop control signals, implement control algorithms and measure process variables such as temperatures, pressures and positions.   Recommend purchase of equipment to control dust, temperature, and humidity in area of system installation.   Specify power supply requirements and configuration.     http://www.oceancareers.com/2.0/career_tasks.php?career_id=70   Have a great career! "
